FID,Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub Location,Spatial_Re,Facility Type,Agency,Latitude,Longitude,GlobalID,x,y
1518,10,BORAH ROAD DISP,3356,NAIROBI,NAIROBI,CENTRAL,NGARA,NGARA EAST,DISTRICT ESTIMATES,4,LA,-1.27123,36.83112,6ac81511-b7a3-42ba-b77d-419201dc8e56,36.83112,-1.27123
1519,3,AWENDO HEALTH CENTRE,1440,NYANZA,MIGORI,AWENDO,CENTRAL SAKWA,KOMBOK,DDP,3,MOH,-0.897013,34.5238,47f018fb-c6e8-472f-b0ec-c94fce5210d7,34.5238,-0.897013
1520,23,KAPKOLE DISP,1565,RIFT VALLEY,BARINGO,KABARNET,OROKWO,KAPCHEPTERIT,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.53378,35.7351,4de1cb4d-a809-49d0-acbb-a11f579cdfd6,35.7351,0.53378
1521,13,CALIFORNIA HC,2546,NAIROBI,NAIROBI,PUMWANI,EASTLEIGH SOUTH,EASTLEIGH SOUTH,DISTRICT ESTIMATES,3,LA,-1.28334,36.85212,7cb83abc-cf00-4d8a-bced-b8b5d0e91121,36.85212,-1.28334
1522,6,BWARE DISP,1391,NYANZA,MIGORI,NYATIKE,NORTH KADEM,MAGUNGU,1:50000 MAPS,4,MOH,-0.866402,34.2302,63715f71-7cbc-4b35-b447-1aa96defe773,34.2302,-0.866402
1523,24,KAPLUK DISP,1940,RIFT VALLEY,BARINGO,BARWESA,KABUTEI,KAPLUK,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.568488,35.6678,d269ff9a-e6c0-48eb-a49c-0569b8249870,35.6678,0.568488
1524,14,CATHOLIC DISP,3341,NAIROBI,NAIROBI,CENTRAL,KARIOKOR,PANGANI,DISTRICT ESTIMATES,4,MISS,-1.26341,36.84111,3ecdcd72-0fdc-480b-aec7-f35ddff23d96,36.84111,-1.26341
1525,7,DEDE DISP,1392,NYANZA,MIGORI,AWENDO,WEST SAKWA,KANYAMGONY,1:50000 MAPS,4,MOH,-0.814374,34.5331,e826206a-0676-40ce-9925-92f4f7c5b953,34.5331,-0.814374
1526,25,KAPROPITA GIRLS HIGH SCH. DISP,2906,RIFT VALLEY,BARINGO,KABARNET,KAPROPITA,KINYO,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.488733,35.7522,c22442d9-6c08-45c9-a019-7231321ddbd5,35.7522,0.488733
1527,15,CHARLES NEW ROAD HC,8,NAIROBI,NAIROBI,MAKADARA,MAKADARA,HARAMBEE,DISTRICT ESTIMATES,3,LA,-1.28315,36.87223,30225f77-852f-4dee-8f2e-6b7a44862e77,36.87223,-1.28315
1528,10,GIRIBE DISP,3327,NYANZA,MIGORI,SUBA WEST,SUNA WEST,GIRIBE,SUBLOC CENTROID,4,MISS,-1.101758,34.283039,4b6b40ca-413c-42cf-824d-601a282cb14b,34.283039,-1.101758
1529,26,KAPTIONY DISP,1941,RIFT VALLEY,BARINGO,BARWESA,LAWAN,BARWESSA,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.702451,35.7401,3bc176a8-6432-4c94-b934-07cdc074e57d,35.7401,0.702451
1530,19,CRESCENT MEDICAL AID EASTLEIGH,2615,NAIROBI,NAIROBI,CENTRAL,MATHARE,MLANGO KUBWA,DISTRICT ESTIMATES,4,MISS,-1.26114,36.85221,03a34f26-be35-4ac7-b73a-bf41781be0ae,36.85221,-1.26114
1531,13,KADEM MISSION DISP,2544,NYANZA,MIGORI,NYATIKE,SOUTH KADEM,E. KANYARUANDA,OMBO HOSP. REPORT,4,MISS,-1.00593,34.2729,07277d20-a5ea-4bb8-81d2-7105ecd32edc,34.2729,-1.00593
1532,27,KAPTUM DISP,1942,RIFT VALLEY,BARINGO,KABARTONJO,OSSEN,KAPTUM(BARINGO),DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.622743,35.7488,efedd7a6-137b-4719-accb-4fa2cfc3fc8a,35.7488,0.622743
1533,20,CRESCENT MEDICAL AID MUKURU,2662,NAIROBI,NAIROBI,EMBAKASI,MUKURU KWA NJENGA,MUKURU KWA NJENGA,DISTRICT ESTIMATES,4,MISS,-1.31415,36.89223,889835cf-fdd1-4fe5-a2b3-5623730a7c12,36.89223,-1.31415
1534,28,KAPTUMIN DISP,3849,RIFT VALLEY,BARINGO,KABARTONJO,SAIMO,TIRIMIONIN,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.654225,35.8225,66489c83-0c7f-4131-b640-555acd519f4b,35.8225,0.654225
1535,14,KAMAGAMBO SDA DISP,1395,NYANZA,MIGORI,RONGO,CENTRAL KAMAGAMBO,KABUORO,DDP,4,MISS,-0.737655,34.6234,6367fed6-e313-4dab-a764-2c61f0cdb354,34.6234,-0.737655
1536,21,CRESENT MEDICAL AID KENYA,2549,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY CENTRE,DISTRICT ESTIMATES,4,MISS,-1.28141,36.83111,eee1a51b-6d83-42cc-809c-6b1474561fe2,36.83111,-1.28141
1537,16,KANYAGWALA DISP,0,NYANZA,MIGORI,AWENDO,CENTRAL SAKWA,KANYAGWALA,DDP,4,MOH,-0.849252,34.5437,4411b1f7-6829-4a00-9838-57d20586998a,34.5437,-0.849252
1538,30,KASIELA DISP,1943,RIFT VALLEY,BARINGO,MOCHONGOI,CHEBINYINY,KASIELA,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.430839,36.2146,574089cd-42cd-426f-a7d0-d01e07223c19,36.2146,0.430839
1539,22,DANDORA 2 HEALTH CENTRE,2550,NAIROBI,NAIROBI,EMBAKASI,DANDORA,DANDORA 'B',GPS,3,LA,-1.24474,36.90223,16fd1618-f09d-4dd4-b5ee-e26cc3fbbb9c,36.90223,-1.24474
1540,17,KANYAMGONY DISP,0,NYANZA,MIGORI,AWENDO,WEST SAKWA,KANYAMGONY,DDP,4,MOH,-0.834326,34.5118,97da9642-c16f-4172-b336-b647a4cc39bd,34.5118,-0.834326
1541,31,KASISIT DISP,1944,RIFT VALLEY,BARINGO,KABARTONJO,SAIMO,KASISIT,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.63614,35.8312,553a3cfe-bbf2-4cde-a34a-2cf5a10f12ae,35.8312,0.63614
1542,18,KANYIMACH SUB-HEALTH CENTRE,0,NYANZA,MIGORI,AWENDO,EAST SAKWA,KOGELO SOUTH,DDP,3,MOH,-0.968655,34.6113,34946fda-4006-478a-96b6-01207172cdf1,34.6113,-0.968655
1543,23,DANDORA HEALTH CENTRE,132,NAIROBI,NAIROBI,EMBAKASI,DANDORA,DANDORA 'A',GPS,3,LA,-1.25761,36.88775,0367f687-5707-400d-ada1-40744209b593,36.88775,-1.25761
1544,32,KASITET DISP,0,RIFT VALLEY,BARINGO,SALAWA,KAPROPITA SOI,SAGASAK,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.405846,35.6918,6d11a927-5478-46c6-8ac2-948abbfe7787,35.6918,0.405846
1545,19,KANYOUR DISP,0,NYANZA,MIGORI,NYATIKE,CENTRAL KADEM,KARAPOLO,DDP,4,MOH,-0.904643,34.1706,a6b2cd58-3d10-4aea-9ee8-9cb68dc99f5a,34.1706,-0.904643
1546,26,EASTLEIGH HEALTH CENTRE,12,NAIROBI,NAIROBI,PUMWANI,EASTLEIGH NORTH,AIRBASE,GPS,3,LA,-1.26869,36.85029,eae9dbe1-0356-417f-b0dc-70126ad92f46,36.85029,-1.26869
1547,33,KASOK DISP,0,RIFT VALLEY,BARINGO,KIPSARAMAN,KAPKATA,KAPKOIWA,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.723215,35.7971,14a8b20a-dcc5-4835-bcf2-d5dd6becfbb7,35.7971,0.723215
1548,21,KARUNGU HEALTH CENTRE,1443,NYANZA,MIGORI,KARUNGU,WEST KARUNGU,SORI,DDP,3,MOH,-0.841291,34.1565,def75635-5265-4b34-bb51-945f3dfa11e3,34.1565,-0.841291
1549,27,EASTLEIGH LINES HC,13,NAIROBI,NAIROBI,PUMWANI,EASTLEIGH NORTH,AIRBASE,DISTRICT ESTIMATES,3,LA,-1.27223,36.85121,c4b48c49-47c4-4308-bef9-18e44cbdc83b,36.85121,-1.27223
1550,35,KETURWO DISP,1945,RIFT VALLEY,BARINGO,BARWESA,LAWAN,KETURWO,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.660923,35.6946,9fc6f90a-77dc-4bab-94d4-2e224011b416,35.6946,0.660923
1551,22,KUJA DISP,1398,NYANZA,MIGORI,AWENDO,NORTH SAKWA,KANYASREGA,1:50000 MAPS,4,MOH,-0.816578,34.5661,f948a96a-65f2-494c-9509-4256590e9e5e,34.5661,-0.816578
1552,30,EMBAKASI DISP,15,NAIROBI,NAIROBI,EMBAKASI,EMBAKASI,EMBAKASI(NAIROBI),GPS,4,LA,-1.30795,36.91262,aee550b1-1797-43d9-bbfa-4b5ba7a68fca,36.91262,-1.30795
1553,36,KIBINGOR DISP,1946,RIFT VALLEY,BARINGO,KABARNET,KIMONDIS,KATEMWO,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.520266,35.8648,b928f8f2-c8a8-4df5-87b5-9346dec8d39f,35.8648,0.520266
1554,23,KWOYO KODALO HEALTH CENTRE,3856,NYANZA,MIGORI,AWENDO,NORTH SAKWA,KAKMASIA,DDP,3,MOH,-0.776614,34.5088,c73373d9-98ac-4a19-8cc8-12f7ca924c76,34.5088,-0.776614
1555,33,GETRUDES GARDENS CHILDREN'S HOSPITAL,151,NAIROBI,NAIROBI,WESTLANDS,HIGHRIDGE,MUTHAIGA,WAYUMBA,1,MISS,-1.253175,36.830249,39332440-88ea-4b6f-920c-a3c458f45653,36.830249,-1.253175
1556,37,KIBOINO DISP,1947,RIFT VALLEY,BARINGO,SALAWA,KIBOINO,KIBOINO,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.455398,35.6828,9de4d07e-cbb9-4646-bcb9-f8d78e7c46d7,35.6828,0.455398
1557,24,MACALDER DISP,1400,NYANZA,MIGORI,NYATIKE,SOUTH EAST KADEM,NYATIKE,1:50000 MAPS,4,MISS,-0.955856,34.281532,c0aa231c-4b8e-4448-96ee-d44d71a66560,34.281532,-0.955856
1558,38,KIMALEL H C,3753,RIFT VALLEY,BARINGO,MARIGAT,KIMALEL,KORIEMA,DSA/MOH-UNICEF PROJECT REPORT(99),3,MOH,0.477825,35.8828,cba59801-901c-4268-b22f-3e61d9daf176,35.8828,0.477825
1559,34,HIGHRIDGE HC,17,NAIROBI,NAIROBI,WESTLANDS,HIGHRIDGE,HIGHRIDGE,GPS,3,LA,-1.25736,36.81763,842db467-9898-492c-abab-ae6e696249d4,36.81763,-1.25736
1560,25,MACALDER HEALTH CENTRE,1447,NYANZA,MIGORI,NYATIKE,SOUTH EAST KADEM,NYATIKE,DDP,3,MOH,-0.969037,34.2996,d5918efc-4acf-4d14-9e5f-b8c0e02daf86,34.2996,-0.969037
1561,39,KIMUGUL DISP,2426,RIFT VALLEY,BARINGO,KIPSARAMAN,KAPTEBEREWO,ISSAS,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.713168,35.8145,f25b7996-743d-4e48-bd6c-20edd8227463,35.8145,0.713168
1562,35,HONO CRESCENT HC,18,NAIROBI,NAIROBI,PUMWANI,BAHATI,KIMATHI(NAIROBI),GPS,3,LA,-1.28773,36.85865,0c822c55-9219-41ef-828a-0901a36875b7,36.85865,-1.28773
1563,26,MARIWA HEALTH CENTRE,1448,NYANZA,MIGORI,AWENDO,SOUTH SAKWA,WAUNDHA,DISTRICT ESTIMATES,3,MOH,-0.958705,34.5469,e3dabc32-01f3-40f5-b25e-c8d19c7a7a64,34.5469,-0.958705
1564,36,HURUMA LIONS CLINIC,2678,NAIROBI,NAIROBI,CENTRAL,MATHARE,MLANGO KUBWA,DISTRICT ESTIMATES,3,NGO,-1.26111,36.85214,7c6fc818-92a3-4c41-a284-b58e805efb5b,36.85214,-1.26111
1565,40,KINYACH DISP,1948,RIFT VALLEY,BARINGO,BARTABWA,KINYACH,KINYACH,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.914745,35.69,9f2ff87c-fbe9-4188-849a-33b64fe0bd82,35.69,0.914745
1566,28,MATOSO MISSION DISP,1406,NYANZA,MIGORI,NYATIKE,WEST KADEM,WINAM,OMBO HOSP. REPORT,4,MISS,-0.970575,34.1448,ad34834c-395e-4d7d-bc66-bc9e9a930238,34.1448,-0.970575
1567,39,INDUSTRIAL AREA LUNGA/L DISP,80,NAIROBI,NAIROBI,MAKADARA,VIWANDANI,VIWANDANI,GPS,4,LA,-1.30783,36.86157,755dd314-b377-42a4-9ccf-61c7981f5138,36.86157,-1.30783
1568,42,KIPCHERERE DISP,1950,RIFT VALLEY,BARINGO,KABARTONJO,BARTUM,KAPCHERERE,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.604054,35.8585,5e193f4f-aa96-4a1d-af18-6e9b16c20184,35.8585,0.604054
1569,29,MIGORI DISTRICT HOSPITAL,1451,NYANZA,MIGORI,SUBA EAST,SUNA RAGANA,MARINDI,DDP,1,MOH,-1.06321,34.4694,32250e08-8501-429d-9c53-d5d705be5fc8,34.4694,-1.06321
1570,40,INDUSTRIAL AREA PRISON HEALTH CENTRE,0,NAIROBI,NAIROBI,MAKADARA,VIWANDANI,LANDI MAWE,GPS,3,MOH,-1.29805,36.83661,4c2ca3cc-5bdd-4cf3-b7e7-aad203d3fce4,36.83661,-1.29805
1571,44,KIPSARAMANI CATHOLIC DISP,1951,RIFT VALLEY,BARINGO,KABARNET,KABARNET MOSOP,KEWAMOI,ILRI MKT CENTRES,4,MISS,0.494975,35.745334,5205a62a-1d33-40b7-89e7-01e7a006cad7,35.745334,0.494975
1572,30,MUHURU HEALTH CENTRE,1454,NYANZA,MIGORI,MUHURU,WEST MUHURU,KITHII,DDP,3,MOH,-0.997569,34.084083,277d29d9-5346-49b3-a706-16b060f1b90a,34.084083,-0.997569
1573,41,INOCULATION CENTRE DISP,81,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY SQUARE,GPS,4,LA,-1.28358,36.82171,b93988e1-d8b4-43d3-ac99-0aa92b26bdd4,36.82171,-1.28358
1574,45,KIPTAGICH H C,1984,RIFT VALLEY,BARINGO,SACHO,SACHO MOSOP,KESETAN,DSA/MOH-UNICEF PROJECT REPORT(99),3,MOH,0.358997,35.7909,15b4d837-482e-40de-9490-bfda3e7ba9ad,35.7909,0.358997
1575,32,NDIWA DISP,1408,NYANZA,MIGORI,NYATIKE,NORTH KADEM,BALA,DDP,4,MOH,-0.884373,34.2712,2bc36849-55e8-4ecd-bff6-e782dff19afa,34.2712,-0.884373
1576,42,JAMIA CRESCENT MEDICAL AID DISP,21,NAIROBI,NAIROBI,CENTRAL,STAREHE,CITY CENTRE,WAYUMBA,4,MISS,-1.27776,36.8205,f9889468-8052-4438-9dfc-b63f46bd4d17,36.8205,-1.27776
1577,46,KISERIAN AIC DISP,1953,RIFT VALLEY,BARINGO,MUKUTANI,KISERIAN,KISERIAN,DSA/MOH-UNICEF PROJECT REPORT(99),4,MISS,0.549016,36.1164,b7fab126-f6b1-4667-8c2c-2dbffdea6afd,36.1164,0.549016
1578,33,NYAKURU DISP,1414,NYANZA,MIGORI,AWENDO,NORTH SAKWA,KAKMASIA,ILRI VILLAGES,4,MOH,-0.8,34.5,9911fdc7-9c6e-4f24-990a-dc4bb1f013f9,34.5,-0.8
1579,43,JERICHO HEALTH CENTRE,2630,NAIROBI,NAIROBI,MAKADARA,MAKADARA,LUMUMBA,GPS,3,LA,-1.28896,36.87117,ae7616c7-cbab-4155-b99b-ba5b22cadd46,36.87117,-1.28896
1580,47,KITURO H C,1954,RIFT VALLEY,BARINGO,KABARNET,KITURO,KITURO,DSA/MOH-UNICEF PROJECT REPORT(99),3,MOH,0.484228,35.7846,850f219d-f2c8-42a8-9b4f-a157c9de75f4,35.7846,0.484228
1581,44,JERUSALEM HEALTH CENTRE,22,NAIROBI,NAIROBI,PUMWANI,BAHATI,UHURU,GPS,3,LA,-1.28258,36.86548,b806817c-4df8-4c14-ac39-b25cc5487cfa,36.86548,-1.28258
1582,34,NYAMARAGA DISP,4487,NYANZA,MIGORI,SUBA WEST,SUNA WASIMBETE,NYAMARAGA,DISTRICT ESTIMATES,4,MOH,-1.1323,34.3712,8adcf0bf-bbe6-41b7-a3f9-b7f5087d343f,34.3712,-1.1323
1583,48,KOKWA COMMUNITY DISP,3548,RIFT VALLEY,BARINGO,MARIGAT,SALABANI,MEISORI,DSA/MOH-UNICEF PROJECT REPORT(99),4,NGO,0.623054,36.0708,93c4022d-719b-46b0-9e19-713e1a9d5103,36.0708,0.623054
1584,46,KABETE TECHNICAL AND TRADE DISP,89,NAIROBI,NAIROBI,WESTLANDS,KITISURU,LORESHO,GPS,4,MOH,-1.26114,36.72543,81e19a17-198a-4deb-ac01-838b2df80d78,36.72543,-1.26114
1585,35,OGWEDHI DISP,1851,NYANZA,MIGORI,SUBA EAST,SUNA RABUOR,KWA,DDP,4,MOH,-1.0671,34.5914,cb58917e-b90b-4f8e-adbf-1315c3e33c59,34.5914,-1.0671
1586,49,KOKWOTOTO DISP,0,RIFT VALLEY,BARINGO,TANGULBEI,TANGULBEI,ORUS,DSA/MOH-UNICEF PROJECT REPORT(99),4,MISS,0.891845,36.2835,24f71124-313b-449b-a666-7dab67afc0e9,36.2835,0.891845
1587,48,KAHAWA HEALTH CENTRE,24,NAIROBI,NAIROBI,KASARANI,KAHAWA,KONGO SOWETO,GPS,3,LA,-1.18716,36.91278,c206d573-00fe-4415-9f33-d5cccd0340e9,36.91278,-1.18716
1588,36,OGWEDHI SIGAWA DISP,3182,NYANZA,MIGORI,SUBA EAST,UPPER SUNA,OGWEDHI,SUBLOC CENTROID,4,MISS,-1.096706,34.610581,27525175-8201-4d92-b703-a5a0f3bcc64d,34.610581,-1.096706
1589,50,KOLOA H C,3436,RIFT VALLEY,BARINGO,KOLLOWA,KOLLOWA,KOLLOWA,DSA/MOH-UNICEF PROJECT REPORT(99),3,MOH,1.2162,35.7587,cb46c900-6905-4144-a899-d1e0a1997131,35.7587,1.2162
1590,49,KALOLENI SHC,184,NAIROBI,NAIROBI,MAKADARA,MAKONGENI,KALOLENI(NAIROBI),GPS,3,LA,-1.29282,36.84534,055a4cd8-b730-4e87-b0d2-af63145bc183,36.84534,-1.29282
1591,37,OLASI DISP,4543,NYANZA,MIGORI,NYATIKE,KALER,OLASI,DISTRICT ESTIMATES,4,MOH,-1.08044,34.2112,16370cbd-8476-405c-9631-5c04de572ba0,34.2112,-1.08044
1592,51,KOMOLION DISP,1955,RIFT VALLEY,BARINGO,TANGULBEI,KOROSSI,KOMOLION,DSA/MOH-UNICEF PROJECT REPORT(99),4,MISS,0.69994,36.085,799ac410-d28b-4350-bd1d-588e786c0e36,36.085,0.69994
1593,50,KAMITI HEALTH CENTRE,136,NAIROBI,NAIROBI,KASARANI,KAHAWA,KAHAWA WEST/JUJA K,GPS,3,MOH,-1.1761,36.89342,7a626339-1e51-4631-989c-29c42e28bf5c,36.89342,-1.1761
1594,39,ONGITO  DISP,4815,NYANZA,MIGORI,NYATIKE,SOUTH EAST KADEM,OWICH(MIGORI),DISTRICT ESTIMATES,4,MOH,-0.9324,34.3223,75f3c398-7aa7-47f1-ba9f-dafc275dc030,34.3223,-0.9324
1595,52,KORIEMA DISP,3851,RIFT VALLEY,BARINGO,MARIGAT,KIMALEL,KORIEMA,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.481214,35.861213,e8b3b552-e93d-427c-a880-e478106352ec,35.861213,0.481214
1596,51,KANGEMI HEALTH CENTRE,137,NAIROBI,NAIROBI,WESTLANDS,KANGEMI,KANGEMI,GPS,3,LA,-1.26461,36.74933,b048ccfa-cabb-4f65-9299-bc30c6366e14,36.74933,-1.26461
1597,40,ONGO SUB HEALTH CENTRE,1421,NYANZA,MIGORI,RONGO,EAST KAMAGAMBO,KAMBIJA,DISTRICT ESTIMATES,3,MOH,-0.6623,34.5712,45a90a6c-e5d3-4a4b-8a38-f704027385a8,34.5712,-0.6623
1598,53,KOROTO DISP,3754,RIFT VALLEY,BARINGO,KABARTONJO,BARTUM,KOROTO,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.630781,35.9129,9a43cd05-a726-4b8e-a2d5-117e80ba5d23,35.9129,0.630781
1599,52,KAREN HEALTH CENTRE,138,NAIROBI,NAIROBI,KIBERA,KAREN,LENANA,GPS,3,LA,-1.32211,36.70876,cb866df7-1d0d-4e7f-aee5-e7a01cad75e8,36.70876,-1.32211
1600,41,OSOGO DISP,3574,NYANZA,MIGORI,URIRI,WEST KANYAMKAGO,KAJULU I,DISTRICT ESTIMATES,4,MOH,-0.977739,34.4206,3776d093-ac9b-42f9-9d01-74bb0c5b8b40,34.4206,-0.977739
1601,54,KOSITEI MISSION DISP,1956,RIFT VALLEY,BARINGO,NGINYANG,KOSITEI,KOSITEI,DSA/MOH-UNICEF PROJECT REPORT(99),4,MISS,0.949074,35.9419,1089850b-907f-43ea-9b3f-4599ee46edd9,35.9419,0.949074
1602,53,KARIOBANGI CATHOLIC DISP,0,NAIROBI,NAIROBI,EMBAKASI,KARIOBANGI SOUTH,KARIOBANGI SOUTH,DISTRICT ESTIMATES,4,MISS,-1.26314,36.88214,bfb58eb3-f4e6-4fb6-a793-3ba69eed48bb,36.88214,-1.26314
1603,42,OTHORO DISP,1294,NYANZA,MIGORI,URIRI,WEST KANYAMKAGO,KAJULU II,DISTRICT ESTIMATES,4,MOH,-0.9423,34.3521,3c44d13f-c782-4723-8a91-246a25dad191,34.3521,-0.9423
1604,56,KUIKUI HC,2416,RIFT VALLEY,BARINGO,BARWESA,KABOSKEI KERIO,KUIKUI,DSA/MOH-UNICEF PROJECT REPORT(99),3,MISS,0.821236,35.6919,2ec23861-20e5-43b3-9623-a0cd84f591e6,35.6919,0.821236
1605,54,KARIOBANGI CHESIRE HOME DISP,90,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KARIOBANGI NORTH,DISTRICT ESTIMATES,4,MISS,-1.25123,36.88111,a2abca49-af85-4757-8173-f729a00ce56a,36.88111,-1.25123
1606,43,OTHOTHRAKUOM DISP,3575,NYANZA,MIGORI,NYATIKE,SOUTH KADEM,C. KANYARWANDA,DDP,4,MOH,-0.995204,34.1944,1a9a8611-5c64-4fdc-97d0-4d3a950eb66b,34.1944,-0.995204
1607,57,LOBOI DISP,1957,RIFT VALLEY,BARINGO,MARIGAT,LOBOI,MAJI NDEGE,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.3568,36.0679,59a454da-f0a8-4f3a-8106-67d05fd47bb8,36.0679,0.3568
1608,55,KARIOBANGI HEALTH CENTRE,139,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KARIOBANGI NORTH,GPS,3,LA,-1.25174,36.87978,5dd20643-48c7-49a1-bdb2-65930185e15d,36.87978,-1.25174
1609,44,OYANI DISP,1424,NYANZA,MIGORI,URIRI,SOUTH KANYAMKAGO,BWARE,DDP,4,MOH,-1.00547,34.5168,8639ba74-ea04-4814-969e-448a61fe39ee,34.5168,-1.00547
1610,58,LOIWAT DISP,3437,RIFT VALLEY,BARINGO,KOLLOWA,LOIWAT,LOIWAT,DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,1.04812,35.7239,b2bca60f-a429-4a6c-a157-2e900a77a986,35.7239,1.04812
1611,56,KARIOBANGI MCH / FP DISP,2634,NAIROBI,NAIROBI,KASARANI,KARIOBANGI,KARIOBANGI NORTH,GPS,4,LA,-1.25174,36.87978,00b5b2d6-a1b1-4274-ba87-12ff7fa1071c,36.87978,-1.25174
1612,45,OYANI SDA DISP,1423,NYANZA,MIGORI,URIRI,WEST KANYAMKAGO,KAJULU II,OMBO HOSP. REPORT,4,MISS,-0.928388,34.3699,d01f0801-0ffc-44bf-a2d0-76eaf009f06e,34.3699,-0.928388
1613,61,LORUK DISP,1958,RIFT VALLEY,BARINGO,NGINYANG,LOYAMOROK,KECHII (L.KONGASIS),DSA/MOH-UNICEF PROJECT REPORT(99),4,MOH,0.731265,36.0523,8807a2cf-ea38-4991-8d3b-dfe9359dd028,36.0523,0.731265
1614,57,KARIOKOR DISP,26,NAIROBI,NAIROBI,CENTRAL,KARIOKOR,ZIWANI/KARIOKOR,GPS,4,LA,-1.2763,36.83552,54b8c6c2-0516-4525-b1cd-59143c341093,36.83552,-1.2763
1615,46,RABONDO DISP,1427,NYANZA,MIGORI,AWENDO,WEST SAKWA,RABONDO,DISTRICT ESTIMATES,4,MOH,-0.8424,34.4925,285a6184-4dea-4eee-ac2a-2cc6dbf5ffa2,34.4925,-0.8424
1616,62,MARIGAT H C,1985,RIFT VALLEY,BARINGO,MARIGAT,MARIGAT,YATOI,DSA/MOH-UNICEF PROJECT REPORT(99),3,MOH,0.487792,35.9782,ba48fe7c-b240-4d1e-b21e-8b0d43e8644e,35.9782,0.487792
1617,47,RAKWARO MISSION HC,1458,NYANZA,MIGORI,RONGO,SOUTH KAMAGAMBO,N. KANYAJUOK,OMBO HOSP. REPORT,3,MISS,-0.789024,34.6016,f42b2186-1ca3-4533-bacf-867fd0e4669d,34.6016,-0.789024
1618,58,KASARANI SHC,185,NAIROBI,NAIROBI,KASARANI,KASARANI,KASARANI,GPS,3,LA,-1.21821,36.90139,d4bd7391-963d-4ff2-b22f-34f389f509e7,36.90139,-1.21821
1619,63,MARIGAT MISSION DISP,0,RIFT VALLEY,BARINGO,MARIGAT,MARIGAT,PERKERRA(BARINGO),1:50000 MAPS,4,MISS,0.476126,35.98784,6df925ed-2872-4fe6-b902-4e59120c7eb8,35.98784,0.476126
1620,61,KAWANGWARE HEALTH CENTRE,2635,NAIROBI,NAIROBI,DAGORETTI,KAWANGWARE,KAWANGWARE,GPS,3,LA,-1.28405,36.74052,f572aede-5359-41f9-95bb-aa9325b629d7,36.74052,-1.28405
1621,48,RANEN SDA HEALTH CENTRE,1459,NYANZA,MIGORI,AWENDO,NORTH SAKWA,KADERA LWALA,ILRI MKT CENTRES,3,MISS,-0.858454,34.565619,062c9015-6e20-4f25-ae20-e769fc779cd2,34.565619,-0.858454
1622,64,MARON DISP,3185,RIFT VALLEY,BARINGO,NGINYANG,RIBKWO,MORON,DSA/MOH-UNICEF PROJECT REPORT(99),4,MISS,1.10744,35.9076,32fa9409-1888-46a3-a931-c2c8ecf5fbe4,35.9076,1.10744
1623,62,KAYOLE HEALTH CENTRE,2636,NAIROBI,NAIROBI,EMBAKASI,KAYOLE,KAYOLE,GPS,3,MOH,-1.26649,36.91668,5593a8fb-db32-4b4b-855b-dd692cbc9a3e,36.91668,-1.26649
1624,49,RAPOGI CATHOLIC HEALTH CENTRE,1460,NYANZA,MIGORI,URIRI,NORTH KANYAMKAGO,KATIENO I,DISTRICT ESTIMATES,3,MISS,-0.907048,34.4647,b8ff4f8f-314e-41be-9934-7952246cb2e6,34.4647,-0.907048
1625,65,MOCHONGOI H C,3427,RIFT VALLEY,BARINGO,MOCHONGOI,MOCHONGOI,MOCHONGOI,DSA/MOH-UNICEF PROJECT REPORT(99),3,MOH,0.316934,36.1847,05285339-3a0b-492c-b69c-11a6e1f6e027,36.1847,0.316934
1626,63,KENYATTA NATIONAL HOSPITAL,157,NAIROBI,NAIROBI,DAGORETTI,KENYATTA/GOLF COURSE,KENYATTA,GPS,2,MOH,-1.300876,36.806388,4f4662ee-d6e5-4ef2-848c-fe1148756ef1,36.806388,-1.300876
